datetime,Global_active_power
2010/4/8,1649.22
2010/4/9,1233.35
2010/4/10,1190.208
2010/4/11,1602.81
2010/4/12,1439.426
2010/4/13,1512.704
2010/4/14,1660.364
2010/4/15,1872.178
2010/4/16,1562.062
2010/4/17,1557.712
2010/4/18,1476.106
2010/4/19,1708.594
2010/4/20,1833.628
2010/4/21,1579.914
2010/4/22,1460.904
2010/4/23,1180.536
2010/4/24,1518.418
2010/4/25,1542.742
2010/4/26,1082.716
2010/4/27,1250.94
2010/4/28,867.858
2010/4/29,1103.724
2010/4/30,1118.628
2010/5/1,1320.158
2010/5/2,2187.91
2010/5/3,1411.302
2010/5/4,1516.96
2010/5/5,1805.308
2010/5/6,1299.25
2010/5/7,1644.004
2010/5/8,1533.422
2010/5/9,1566.51
2010/5/10,1467.892
2010/5/11,1571.368
2010/5/12,2035.418
2010/5/13,1552.496
2010/5/14,1722.146
2010/5/15,1944.772
2010/5/16,2100.426
2010/5/17,1628.182
2010/5/18,1421.184
2010/5/19,1426.752
2010/5/20,1153.898
2010/5/21,1294.396
2010/5/22,2095.772
2010/5/23,1487.556
2010/5/24,1341.332
2010/5/25,1198.626
2010/5/26,1387.884
2010/5/27,1323.342
2010/5/28,1398.164
2010/5/29,2049.808
2010/5/30,1665.7
2010/5/31,1340.462
2010/6/1,1268.964
2010/6/2,980.898
2010/6/3,1394.186
2010/6/4,1420.554
2010/6/5,2009.644
2010/6/6,1746.792
2010/6/7,1012.082
2010/6/8,1362.034
2010/6/9,1534.682
2010/6/10,1215.19
2010/6/11,1470.672
2010/6/12,1973.108
2010/6/13,1674.356
2010/6/14,1217.984
2010/6/15,1223.966
2010/6/16,1768.092
2010/6/17,1028.018
2010/6/18,1332.316
2010/6/19,1416.22
2010/6/20,1672.55
2010/6/21,1660.89
2010/6/22,1520.588
2010/6/23,1442.064
2010/6/24,1095.78
2010/6/25,1099.438
2010/6/26,981.62
2010/6/27,1139.964
2010/6/28,1471.34
2010/6/29,1367.296
2010/6/30,1384.136
2010/7/1,1349.002
2010/7/2,1140.928
2010/7/3,1120.074
2010/7/4,1538.088
2010/7/5,1113.99
2010/7/6,1005.934
2010/7/7,834.788
2010/7/8,1212.652
2010/7/9,1083.478
2010/7/10,1154.504
2010/7/11,1193.572
2010/7/12,1109.574
2010/7/13,1382.114
2010/7/14,1409.472
2010/7/15,1633.162
2010/7/16,820.056
2010/7/17,806.352
2010/7/18,812.038
2010/7/19,801.158
2010/7/20,855.824
2010/7/21,1064.166
2010/7/22,1164.446
2010/7/23,1176.158
2010/7/24,921.668
2010/7/25,1130.41
2010/7/26,884.15
2010/7/27,952.36
2010/7/28,862.654
2010/7/29,549.104
2010/7/30,551.26
2010/7/31,554.616
2010/8/1,555.664
2010/8/2,549.482
2010/8/3,615.212
2010/8/4,543.356
2010/8/5,533.476
2010/8/6,524.746
2010/8/7,527.476
2010/8/8,528.46
2010/8/9,535.064
2010/8/10,544.758
2010/8/11,542.002
2010/8/12,529.698
2010/8/13,534.294
2010/8/14,554.27
2010/8/15,1055.986
2010/8/16,1129.73
2010/8/17,978.202
2010/8/18,1010.498
2010/8/19,983.558
2010/8/20,1006.328
2010/8/21,1011.978
2010/8/22,93.338
2010/8/23,765.658
2010/8/24,722.948
2010/8/25,980.408
2010/8/26,757.252
2010/8/27,2030.65
2010/8/28,1442.856
2010/8/29,1668.48
2010/8/30,1494.802
2010/8/31,1365.106
2010/9/1,1593.318
2010/9/2,1392.492
2010/9/3,1346.414
2010/9/4,1743.84
2010/9/5,1323.018
2010/9/6,1422.876
2010/9/7,1451.854
2010/9/8,1303.812
2010/9/9,1238.714
2010/9/10,1328.108
2010/9/11,1463.31
2010/9/12,1612.092
2010/9/13,1076.32
2010/9/14,1430.678
2010/9/15,986.094
2010/9/16,1339.738
2010/9/17,1497.608
2010/9/18,1247.946
2010/9/19,919.6
2010/9/20,1682.832
2010/9/21,1111.376
2010/9/22,1510.394
2010/9/23,1449.862
2010/9/24,1327.992
2010/9/25,106.006
2010/9/26,1037.992
2010/9/27,1083.558
2010/9/28,470.426
2010/9/29,1684.426
2010/9/30,1248.278
2010/10/1,1504.82
2010/10/2,1923.254
2010/10/3,1830.684
2010/10/4,1775.96
2010/10/5,1854.624
2010/10/6,1315.456
2010/10/7,1809.954
2010/10/8,1510.456
2010/10/9,1611.78
2010/10/10,1998.904
2010/10/11,1622.59
2010/10/12,1579.692
2010/10/13,2073.886
2010/10/14,2135.122
2010/10/15,1596.324
2010/10/16,1000.014
2010/10/17,1047.382
2010/10/18,2713.884
2010/10/19,1925.978
2010/10/20,1727.964
2010/10/21,1355.198
2010/10/22,1668.892
2010/10/23,2293.236
2010/10/24,2390.548
2010/10/25,1163.292
2010/10/26,945.904
2010/10/27,1260.278
2010/10/28,1463.326
2010/10/29,1204.422
2010/10/30,2152.7
2010/10/31,1476.43
2010/11/1,1383.18
2010/11/2,1191.082
2010/11/3,1293.298
2010/11/4,2555.146
2010/11/5,1736.088
2010/11/6,1805.408
2010/11/7,1673.816
2010/11/8,1825.54
2010/11/9,2022.098
2010/11/10,1946.534
2010/11/11,1773.592
2010/11/12,1836.822
2010/11/13,2023.174
2010/11/14,2038.392
2010/11/15,1747.382
2010/11/16,1509.748
2010/11/17,1582.032
2010/11/18,1652.152
2010/11/19,1570.4
2010/11/20,2197.006
